order_line_id,order_id,product_id,quantity,unit_price,sku,line_discount_amount,tax_rate,line_ts,new_fulfillment_mode
L20260314-0002363,O20260314-000923,P00075,1,144.44,SKU-00075,0.00,0.07,2026-03-08T06:45:21,B
L20260314-0002364,O20260314-000924,P00001,2,124.15,SKU-00001,3.00,0.20,2026-03-10T06:14:41,C
L20260314-0002365,O20260314-000924,P00018,2,7.46,SKU-00018,3.00,0.07,2026-03-14T08:43:52,A
L20260314-0002366,O20260314-000924,P00053,1,91.53,SKU-00053,0.00,0.25,2026-03-12T22:47:52,B
L20260314-0002367,O20260314-000924,P00032,2,78.43,SKU-00032,5.00,0.20,2026-03-12T13:56:59,A
L20260314-0002368,O20260314-000925,P00024,1,218.72,SKU-00024,0.00,0.00,2026-03-07T11:21:43,A
L20260314-0002369,O20260314-000926,P00052,1,257.89,SKU-00052,3.00,0.25,2026-03-14T13:41:58,
L20260314-0002370,O20260314-000927,P00004,1,182.76,SKU-00004,1.50,0.00,2026-03-12T01:03:13,legacy
L20260314-0002371,O20260314-000927,P00075,1,144.44,SKU-00075,1.50,0.10,2026-03-14T14:27:38,B
L20260314-0002372,O20260314-000927,P00061,1,230.08,SKU-00061,0.00,0.20,2026-03-12T23:04:35,B
L20260314-0002373,O20260314-000927,P00084,1,90.61,SKU-00084,0.00,0.07,2026-03-13T23:38:10,A
L20260314-0002374,O20260314-000928,P00101,3,276.64,SKU-00101,0.00,0.00,2026-03-14T10:14:01,B
L20260314-0002375,O20260314-000928,P00062,1,71.15,SKU-00062,0.00,0.07,2026-03-08T01:55:03,
L20260314-0002376,O20260314-000928,P00115,3,138.97,SKU-00115,0.00,0.07,2026-03-11T20:29:28,legacy
L20260314-0002377,O20260314-000928,P00096,1,48.69,SKU-00096,0.00,0.20,2026-03-14T10:18:39,legacy
L20260314-0002378,O20260314-000929,P00063,3,96.72,SKU-00063,5.00,0.20,2026-03-12T17:59:09,legacy
L20260314-0002379,O20260314-000929,P00008,2,137.16,SKU-00008,0.00,0.07,2026-03-12T22:42:33,A
L20260314-0002380,O20260314-000929,P00107,1,155.56,SKU-00107,0.00,0.07,2026-03-08T18:35:03,legacy
L20260314-0002381,O20260314-000930,P00034,2,159.22,SKU-00034,3.00,0.10,2026-03-09T04:47:56,A
L20260314-0002382,O20260314-000930,P00035,2,122.53,SKU-00035,3.00,0.00,2026-03-08T22:52:01,A
L20260314-0002383,O20260314-000930,P00083,2,60.39,SKU-00083,1.50,0.20,2026-03-12T22:40:16,A
L20260314-0002384,O20260314-000931,P00023,1,170.56,SKU-00023,3.00,0.07,2026-03-07T17:29:44,legacy
L20260314-0002385,O20260314-000931,P00033,2,222.37,SKU-00033,3.00,0.25,2026-03-10T00:28:00,
L20260314-0002386,O20260314-000931,P00104,3,71.48,SKU-00104,1.50,0.20,2026-03-09T15:29:29,B
L20260314-0002387,O20260314-000932,P00056,1,179.45,SKU-00056,0.00,0.25,2026-03-07T04:34:19,C
L20260314-0002388,O20260314-000933,P00052,3,257.89,SKU-00052,0.00,0.25,2026-03-12T16:50:09,B
L20260314-0002389,O20260314-000933,P00115,2,138.97,SKU-00115,0.00,0.20,2026-03-10T03:28:01,
L20260314-0002390,O20260314-000934,P00044,1,216.91,SKU-00044,3.00,0.00,2026-03-08T01:21:24,C
L20260314-0002391,O20260314-000935,P00070,3,82.95,SKU-00070,0.00,0.07,2026-03-13T22:53:41,
L20260314-0002392,O20260314-000935,P00052,2,257.89,SKU-00052,1.50,0.20,2026-03-09T20:04:09,legacy
L20260314-0002393,O20260314-000935,P00060,3,274.02,SKU-00060,5.00,0.07,2026-03-13T05:48:48,legacy
L20260314-0002394,O20260314-000935,P00034,1,159.22,SKU-00034,5.00,0.10,2026-03-11T11:43:43,
L20260314-0002395,O20260314-000936,P00011,2,51.47,SKU-00011,0.00,0.00,2026-03-13T19:35:43,B
L20260314-0002396,O20260314-000936,P00034,3,159.22,SKU-00034,0.00,0.25,2026-03-07T00:59:44,C
L20260314-0002397,O20260314-000936,P00016,2,230.65,SKU-00016,0.00,0.25,2026-03-08T15:55:57,C
L20260314-0002398,O20260314-000937,P00047,1,98.50,SKU-00047,0.00,0.20,2026-03-07T20:06:46,legacy
L20260314-0002399,O20260314-000938,P00061,1,230.08,SKU-00061,0.00,0.10,2026-03-11T07:27:35,
L20260314-0002400,O20260314-000939,P00094,2,184.89,SKU-00094,5.00,0.20,2026-03-07T22:09:41,
L20260314-0002401,O20260314-000939,P00117,1,260.73,SKU-00117,3.00,0.00,2026-03-14T10:04:05,C
L20260314-0002402,O20260314-000939,P00005,3,30.97,SKU-00005,0.00,0.00,2026-03-07T01:52:06,C
L20260314-0002403,O20260314-000940,P00072,1,143.56,SKU-00072,0.00,0.07,2026-03-14T11:03:09,B
L20260314-0002404,O20260314-000940,P00045,1,290.65,SKU-00045,5.00,0.20,2026-03-12T21:48:59,
L20260314-0002405,O20260314-000940,P00081,1,102.43,SKU-00081,5.00,0.07,2026-03-14T02:00:43,B
L20260314-0002406,O20260314-000940,P00023,3,170.56,SKU-00023,3.00,0.10,2026-03-07T08:41:29,C
L20260314-0002407,O20260314-000941,P00082,1,141.76,SKU-00082,5.00,0.20,2026-03-09T19:55:47,legacy
L20260314-0002408,O20260314-000941,P00058,1,103.09,SKU-00058,1.50,0.07,2026-03-09T04:24:42,legacy
L20260314-0002409,O20260314-000941,P00087,3,108.17,SKU-00087,1.50,0.07,2026-03-14T09:05:25,legacy
L20260314-0002410,O20260314-000942,P00015,1,114.30,SKU-00015,0.00,0.20,2026-03-10T01:50:50,B
L20260314-0002411,O20260314-000942,P00088,1,237.21,SKU-00088,0.00,0.07,2026-03-11T14:59:49,B
L20260314-0002412,O20260314-000942,P00079,1,97.49,SKU-00079,3.00,0.20,2026-03-08T23:36:49,
L20260314-0002413,O20260314-000943,P00049,3,130.32,SKU-00049,0.00,0.20,2026-03-14T16:20:21,B
L20260314-0002414,O20260314-000943,P00064,1,62.69,SKU-00064,3.00,0.10,2026-03-14T11:33:19,C
L20260314-0002415,O20260314-000943,P00079,2,97.49,SKU-00079,5.00,0.25,2026-03-13T08:17:37,C
L20260314-0002416,O20260314-000943,P00079,1,97.49,SKU-00079,5.00,0.00,2026-03-11T10:32:25,C
L20260314-0002417,O20260314-000944,P00037,1,162.77,SKU-00037,1.50,0.20,2026-03-10T08:21:01,B
L20260314-0002418,O20260314-000944,P00073,3,35.38,SKU-00073,5.00,0.25,2026-03-08T06:11:16,B
L20260314-0002419,O20260314-000945,P00098,1,27.94,SKU-00098,1.50,0.07,2026-03-07T23:37:06,C
L20260314-0002420,O20260314-000945,P00013,1,90.80,SKU-00013,0.00,0.00,2026-03-09T22:55:04,B
L20260314-0002421,O20260314-000945,P00069,1,154.69,SKU-00069,3.00,0.20,2026-03-09T19:14:52,C
L20260314-0002422,O20260314-000946,P00010,1,171.97,SKU-00010,1.50,0.25,2026-03-08T03:32:42,A
L20260314-0002423,O20260314-000946,P00027,1,108.58,SKU-00027,3.00,0.07,2026-03-10T22:59:54,A
L20260314-0002424,O20260314-000947,P00113,1,185.01,SKU-00113,0.00,0.07,2026-03-08T08:09:22,
L20260314-0002425,O20260314-000948,P00085,1,67.36,SKU-00085,0.00,0.10,2026-03-09T09:34:52,legacy
L20260314-0002426,O20260314-000948,P00021,3,85.06,SKU-00021,5.00,0.20,2026-03-13T22:39:09,legacy
L20260314-0002427,O20260314-000948,P00009,1,17.27,SKU-00009,3.00,0.10,2026-03-10T14:19:24,B
L20260314-0002428,O20260314-000948,P00001,1,124.15,SKU-00001,0.00,0.25,2026-03-11T14:06:30,legacy
L20260314-0002429,O20260314-000949,P00088,2,237.21,SKU-00088,0.00,0.00,2026-03-10T13:05:29,A
L20260314-0002430,O20260314-000949,P00024,2,218.72,SKU-00024,1.50,0.25,2026-03-14T08:22:51,C
L20260314-0002431,O20260314-000949,P00019,3,267.61,SKU-00019,0.00,0.20,2026-03-07T13:39:58,A
L20260314-0002432,O20260314-000950,P00076,3,67.82,SKU-00076,5.00,0.20,2026-03-07T10:18:17,B
L20260314-0002433,O20260314-000950,P00043,3,58.92,SKU-00043,1.50,0.20,2026-03-10T02:15:17,C
L20260314-0002434,O20260314-000950,P00001,1,124.15,SKU-00001,5.00,0.07,2026-03-11T13:56:58,C
L20260314-0002435,O20260314-000950,P00001,1,124.15,SKU-00001,5.00,0.20,2026-03-12T22:29:21,C
L20260314-0002436,O20260314-000951,P00090,3,34.54,SKU-00090,0.00,0.10,2026-03-08T07:33:38,B
L20260314-0002437,O20260314-000952,P00015,1,114.30,SKU-00015,1.50,0.25,2026-03-10T09:30:38,legacy
L20260314-0002438,O20260314-000953,P00055,1,102.20,SKU-00055,3.00,0.00,2026-03-13T11:26:35,legacy
L20260314-0002439,O20260314-000953,P00103,2,131.37,SKU-00103,0.00,0.07,2026-03-11T01:51:29,B
L20260314-0002440,O20260314-000954,P00085,2,67.36,SKU-00085,1.50,0.25,2026-03-10T16:01:55,legacy
L20260314-0002441,O20260314-000955,P00030,1,214.54,SKU-00030,3.00,0.00,2026-03-12T22:08:28,
L20260314-0002442,O20260314-000955,P00082,1,141.76,SKU-00082,0.00,0.07,2026-03-14T06:53:28,B
L20260314-0002443,O20260314-000955,P00087,1,108.17,SKU-00087,3.00,0.00,2026-03-08T20:41:10,A
L20260314-0002444,O20260314-000956,P00039,2,49.71,SKU-00039,1.50,0.20,2026-03-11T02:51:51,C
L20260314-0002445,O20260314-000956,P00014,1,22.31,SKU-00014,0.00,0.07,2026-03-14T15:34:54,
L20260314-0002446,O20260314-000956,P00024,3,218.72,SKU-00024,3.00,0.25,2026-03-14T12:26:04,
L20260314-0002447,O20260314-000957,P00090,1,34.54,SKU-00090,1.50,0.25,2026-03-09T16:25:24,
L20260314-0002448,O20260314-000957,P00030,1,214.54,SKU-00030,3.00,0.10,2026-03-10T02:33:59,
L20260314-0002449,O20260314-000957,P00004,1,182.76,SKU-00004,5.00,0.25,2026-03-12T10:08:04,
L20260314-0002450,O20260314-000958,P00118,3,250.87,SKU-00118,5.00,0.20,2026-03-08T18:02:58,
L20260314-0002451,O20260314-000958,P00119,1,289.27,SKU-00119,5.00,0.10,2026-03-08T18:59:45,A
L20260314-0002452,O20260314-000959,P00023,3,170.56,SKU-00023,5.00,0.07,2026-03-10T14:56:02,legacy
L20260314-0002453,O20260314-000959,P00043,1,58.92,SKU-00043,0.00,0.07,2026-03-13T21:14:53,B
L20260314-0002454,O20260314-000959,P00087,1,108.17,SKU-00087,5.00,0.25,2026-03-07T02:50:46,legacy
L20260314-0002455,O20260314-000960,P00027,1,108.58,SKU-00027,0.00,0.07,2026-03-08T12:33:27,legacy
L20260314-0002456,O20260314-000960,P00038,1,122.02,SKU-00038,3.00,0.20,2026-03-08T04:27:34,
L20260314-0002457,O20260314-000961,P00024,2,218.72,SKU-00024,0.00,0.25,2026-03-07T23:24:01,C
L20260314-0002458,O20260314-000961,P00093,1,184.63,SKU-00093,0.00,0.00,2026-03-07T14:35:14,C
L20260314-0002459,O20260314-000961,P00107,1,155.56,SKU-00107,3.00,0.00,2026-03-14T13:11:42,legacy
L20260314-0002460,O20260314-000962,P00106,1,154.38,SKU-00106,1.50,0.10,2026-03-09T15:15:21,
L20260314-0002461,O20260314-000962,P00115,2,138.97,SKU-00115,0.00,0.07,2026-03-12T14:31:41,A
L20260314-0002462,O20260314-000963,P00008,1,137.16,SKU-00008,1.50,0.07,2026-03-09T16:22:45,B
L20260314-0002463,O20260314-000964,P00028,1,263.53,SKU-00028,0.00,0.20,2026-03-11T23:40:42,A
L20260314-0002464,O20260314-000964,P00106,1,154.38,SKU-00106,0.00,0.25,2026-03-09T14:59:58,
L20260314-0002465,O20260314-000964,P00003,1,137.80,SKU-00003,0.00,0.10,2026-03-14T23:09:21,C
L20260314-0002466,O20260314-000964,P00044,1,216.91,SKU-00044,1.50,0.20,2026-03-11T18:50:28,B
L20260314-0002467,O20260314-000965,P00084,1,90.61,SKU-00084,1.50,0.00,2026-03-13T13:30:35,A
L20260314-0002468,O20260314-000965,P00069,1,154.69,SKU-00069,1.50,0.25,2026-03-08T20:50:55,B
L20260314-0002469,O20260314-000965,P00037,2,162.77,SKU-00037,3.00,0.07,2026-03-08T10:24:38,
L20260314-0002470,O20260314-000965,P00002,1,112.31,SKU-00002,1.50,0.25,2026-03-10T23:42:27,legacy
L20260314-0002471,O20260314-000966,P00096,1,48.69,SKU-00096,0.00,0.07,2026-03-12T19:54:04,C
L20260314-0002472,O20260314-000966,P00089,1,221.76,SKU-00089,1.50,0.25,2026-03-09T11:34:29,legacy
L20260314-0002473,O20260314-000966,P00118,2,250.87,SKU-00118,0.00,0.00,2026-03-08T05:15:43,B
L20260314-0002474,O20260314-000966,P00079,1,97.49,SKU-00079,1.50,0.25,2026-03-10T05:26:17,A
L20260314-0002475,O20260314-000967,P00063,2,96.72,SKU-00063,0.00,0.25,2026-03-09T06:03:05,C
L20260314-0002476,O20260314-000968,P00092,1,168.91,SKU-00092,0.00,0.07,2026-03-14T22:07:15,B
L20260314-0002477,O20260314-000968,P00093,3,184.63,SKU-00093,3.00,0.00,2026-03-08T04:34:14,
L20260314-0002478,O20260314-000969,P00046,2,153.99,SKU-00046,5.00,0.25,2026-03-14T10:57:56,B
L20260314-0002479,O20260314-000969,P00071,1,129.32,SKU-00071,0.00,0.25,2026-03-14T03:23:52,A
L20260314-0002480,O20260314-000970,P00027,2,108.58,SKU-00027,1.50,0.07,2026-03-09T12:29:01,A
L20260314-0002481,O20260314-000970,P00017,2,188.62,SKU-00017,3.00,0.07,2026-03-07T02:20:59,
L20260314-0002482,O20260314-000971,P00047,3,98.50,SKU-00047,3.00,0.25,2026-03-09T14:44:58,C
L20260314-0002483,O20260314-000971,P00075,1,144.44,SKU-00075,1.50,0.20,2026-03-09T18:21:39,A
L20260314-0002484,O20260314-000971,P00073,1,35.38,SKU-00073,1.50,0.00,2026-03-09T10:57:41,C
L20260314-0002485,O20260314-000971,P00031,2,37.45,SKU-00031,0.00,0.25,2026-03-13T14:07:19,C
L20260314-0002486,O20260314-000972,P00113,1,185.01,SKU-00113,0.00,0.25,2026-03-11T19:22:10,B
L20260314-0002487,O20260314-000972,P00089,1,221.76,SKU-00089,0.00,0.10,2026-03-12T01:29:57,A
L20260314-0002488,O20260314-000972,P00086,3,41.51,SKU-00086,5.00,0.07,2026-03-13T12:41:20,A
L20260314-0002489,O20260314-000973,P00112,1,208.38,SKU-00112,5.00,0.07,2026-03-13T09:53:58,A
L20260314-0002490,O20260314-000974,P00063,1,96.72,SKU-00063,1.50,0.10,2026-03-12T01:51:13,
L20260314-0002491,O20260314-000974,P00006,1,30.11,SKU-00006,3.00,0.20,2026-03-10T14:12:01,A
L20260314-0002492,O20260314-000974,P00066,3,10.75,SKU-00066,0.00,0.10,2026-03-14T06:52:46,C
L20260314-0002493,O20260314-000975,P00088,1,237.21,SKU-00088,0.00,0.00,2026-03-12T23:18:56,C
L20260314-0002494,O20260314-000975,P00037,1,162.77,SKU-00037,0.00,0.25,2026-03-11T13:14:18,C
L20260314-0002495,O20260314-000975,P00083,1,60.39,SKU-00083,5.00,0.10,2026-03-13T05:51:45,B
L20260314-0002496,O20260314-000976,P00106,3,154.38,SKU-00106,0.00,0.10,2026-03-12T11:30:36,legacy
L20260314-0002497,O20260314-000977,P00075,3,144.44,SKU-00075,0.00,0.00,2026-03-10T15:38:58,legacy
L20260314-0002498,O20260314-000977,P00033,1,222.37,SKU-00033,0.00,0.07,2026-03-12T10:19:26,
L20260314-0002499,O20260314-000977,P00002,1,112.31,SKU-00002,5.00,0.25,2026-03-13T03:13:51,C
L20260314-0002500,O20260314-000978,P00095,1,130.25,SKU-00095,1.50,0.25,2026-03-09T15:04:12,C
L20260314-0002501,O20260314-000978,P00028,3,263.53,SKU-00028,5.00,0.20,2026-03-12T14:27:34,
L20260314-0002502,O20260314-000978,P00054,1,190.10,SKU-00054,0.00,0.20,2026-03-11T09:52:08,C
L20260314-0002503,O20260314-000979,P00099,1,80.35,SKU-00099,0.00,0.00,2026-03-12T19:05:56,C
L20260314-0002504,O20260314-000980,P00065,1,137.52,SKU-00065,0.00,0.00,2026-03-13T09:37:54,B
L20260314-0002505,O20260314-000980,P00040,3,69.60,SKU-00040,0.00,0.07,2026-03-14T17:34:41,B
L20260314-0002506,O20260314-000981,P00075,2,144.44,SKU-00075,3.00,0.10,2026-03-09T05:12:07,A
L20260314-0002507,O20260314-000982,P00087,3,108.17,SKU-00087,5.00,0.00,2026-03-12T02:42:13,legacy
L20260314-0002508,O20260314-000983,P00042,2,93.45,SKU-00042,5.00,0.07,2026-03-13T14:09:14,legacy
L20260314-0002509,O20260314-000983,P00098,2,27.94,SKU-00098,3.00,0.20,2026-03-14T09:59:45,
L20260314-0002510,O20260314-000984,P00117,2,260.73,SKU-00117,0.00,0.00,2026-03-11T22:35:57,A
L20260314-0002511,O20260314-000985,P00080,1,72.41,SKU-00080,5.00,0.20,2026-03-10T01:20:52,A
L20260314-0002512,O20260314-000986,P00015,1,114.30,SKU-00015,0.00,0.07,2026-03-14T07:17:51,C
L20260314-0002513,O20260314-000987,P00076,1,67.82,SKU-00076,3.00,0.00,2026-03-07T02:16:57,B
L20260314-0002514,O20260314-000987,P00067,2,109.86,SKU-00067,3.00,0.10,2026-03-14T22:31:29,B
L20260314-0002515,O20260314-000987,P00045,1,290.65,SKU-00045,1.50,0.20,2026-03-12T07:04:52,B
L20260314-0002516,O20260314-000988,P00097,1,166.80,SKU-00097,0.00,0.20,2026-03-14T06:42:31,C
L20260314-0002517,O20260314-000988,P00083,3,60.39,SKU-00083,0.00,0.00,2026-03-14T10:49:56,legacy
L20260314-0002518,O20260314-000988,P00089,2,221.76,SKU-00089,0.00,0.07,2026-03-08T06:03:27,
L20260314-0002519,O20260314-000988,P00052,2,257.89,SKU-00052,0.00,0.00,2026-03-09T19:38:17,B
L20260314-0002520,O20260314-000989,P00117,3,260.73,SKU-00117,3.00,0.20,2026-03-11T22:08:49,legacy
L20260314-0002521,O20260314-000989,P00032,1,78.43,SKU-00032,3.00,0.00,2026-03-14T15:06:47,
L20260314-0002522,O20260314-000989,P00088,1,237.21,SKU-00088,5.00,0.00,2026-03-14T18:31:55,legacy
L20260314-0002523,O20260314-000989,P00117,1,260.73,SKU-00117,1.50,0.00,2026-03-08T06:15:11,
L20260314-0002524,O20260314-000990,P00039,1,49.71,SKU-00039,0.00,0.20,2026-03-09T17:49:31,A
L20260314-0002525,O20260314-000990,P00038,1,122.02,SKU-00038,5.00,0.25,2026-03-11T19:56:41,A
L20260314-0002526,O20260314-000991,P00032,2,78.43,SKU-00032,1.50,0.25,2026-03-14T18:31:11,A
L20260314-0002527,O20260314-000991,P00019,3,267.61,SKU-00019,1.50,0.25,2026-03-12T21:23:35,A
L20260314-0002528,O20260314-000992,P00096,1,48.69,SKU-00096,1.50,0.10,2026-03-13T06:39:49,B
L20260314-0002529,O20260314-000992,P00015,3,114.30,SKU-00015,3.00,0.00,2026-03-11T09:33:55,C
L20260314-0002530,O20260314-000992,P00022,1,70.70,SKU-00022,3.00,0.20,2026-03-11T17:45:31,B
L20260314-0002531,O20260314-000993,P00051,3,88.95,SKU-00051,0.00,0.07,2026-03-11T17:01:02,C
L20260314-0002532,O20260314-000993,P00034,1,159.22,SKU-00034,3.00,0.10,2026-03-07T11:33:19,C
L20260314-0002533,O20260314-000994,P00054,1,190.10,SKU-00054,5.00,0.20,2026-03-07T22:17:06,legacy
L20260314-0002534,O20260314-000994,P00051,1,88.95,SKU-00051,3.00,0.00,2026-03-12T01:25:14,legacy
L20260314-0002535,O20260314-000994,P00014,2,22.31,SKU-00014,1.50,0.10,2026-03-12T18:28:30,
L20260314-0002536,O20260314-000994,P00052,1,257.89,SKU-00052,0.00,0.10,2026-03-09T16:19:00,C
L20260314-0002537,O20260314-000995,P00015,1,114.30,SKU-00015,1.50,0.00,2026-03-09T14:11:34,legacy
L20260314-0002538,O20260314-000996,P00091,1,176.65,SKU-00091,0.00,0.20,2026-03-13T02:26:34,C
L20260314-0002539,O20260314-000997,P00016,1,230.65,SKU-00016,1.50,0.20,2026-03-14T06:56:24,legacy
L20260314-0002540,O20260314-000997,P00010,1,171.97,SKU-00010,5.00,0.25,2026-03-12T12:47:47,
L20260314-0002541,O20260314-000997,P00003,1,137.80,SKU-00003,1.50,0.10,2026-03-10T12:22:58,A
L20260314-0002542,O20260314-000997,P00034,1,159.22,SKU-00034,3.00,0.25,2026-03-11T12:32:48,legacy
L20260314-0002543,O20260314-000998,P00119,1,289.27,SKU-00119,3.00,0.20,2026-03-13T08:51:01,legacy
L20260314-0002544,O20260314-000998,P00026,1,37.14,SKU-00026,1.50,0.10,2026-03-10T10:54:36,legacy
L20260314-0002545,O20260314-000998,P00046,2,153.99,SKU-00046,3.00,0.00,2026-03-14T07:00:54,A
L20260314-0002546,O20260314-000999,P00012,3,60.77,SKU-00012,3.00,0.07,2026-03-12T15:49:09,
L20260314-0002547,O20260314-001000,P00067,2,109.86,SKU-00067,5.00,0.20,2026-03-10T21:08:44,legacy
L20260314-0002548,O20260314-001000,P00013,2,90.80,SKU-00013,0.00,0.20,2026-03-11T17:23:42,
L20260314-0002549,O20260314-001001,P00075,1,144.44,SKU-00075,3.00,0.00,2026-03-11T08:01:49,A
L20260314-0002550,O20260314-001002,P00053,1,91.53,SKU-00053,0.00,0.25,2026-03-13T02:12:26,B
L20260314-0002551,O20260314-001003,P00110,1,85.31,SKU-00110,0.00,0.10,2026-03-10T17:17:12,A
L20260314-0002552,O20260314-001003,P00112,2,208.38,SKU-00112,3.00,0.00,2026-03-14T22:26:11,C
L20260314-0002553,O20260314-001003,P00104,2,71.48,SKU-00104,5.00,0.10,2026-03-09T22:07:19,legacy
L20260314-0002554,O20260314-001004,P00077,1,157.08,SKU-00077,1.50,0.10,2026-03-08T13:36:21,legacy
L20260314-0002555,O20260314-001004,P00038,1,122.02,SKU-00038,0.00,0.20,2026-03-09T13:08:30,B
L20260314-0002556,O20260314-001005,P00022,3,70.70,SKU-00022,0.00,0.00,2026-03-13T13:59:47,
L20260314-0002557,O20260314-001005,P00114,1,246.88,SKU-00114,3.00,0.07,2026-03-10T09:29:37,legacy
L20260314-0002558,O20260314-001005,P00085,1,67.36,SKU-00085,1.50,0.25,2026-03-12T07:20:43,C
L20260314-0002559,O20260314-001006,P00105,2,262.46,SKU-00105,0.00,0.25,2026-03-11T05:27:17,B
L20260314-0002560,O20260314-001007,P00092,1,168.91,SKU-00092,0.00,0.00,2026-03-13T14:00:29,
L20260314-0002561,O20260314-001007,P00072,1,143.56,SKU-00072,0.00,0.25,2026-03-10T20:41:21,
L20260314-0002562,O20260314-001007,P00058,2,103.09,SKU-00058,0.00,0.07,2026-03-14T08:55:49,B
L20260314-0002563,O20260314-001007,P00073,1,35.38,SKU-00073,5.00,0.10,2026-03-13T22:58:54,legacy
L20260314-0002564,O20260314-001008,P00023,1,170.56,SKU-00023,1.50,0.10,2026-03-12T17:12:40,B
L20260314-0002565,O20260314-001008,P00028,2,263.53,SKU-00028,0.00,0.25,2026-03-07T22:22:55,
L20260314-0002566,O20260314-001008,P00052,2,257.89,SKU-00052,5.00,0.25,2026-03-13T21:13:03,C
L20260314-0002567,O20260314-001009,P00054,1,190.10,SKU-00054,3.00,0.10,2026-03-07T22:30:06,legacy
L20260314-0002568,O20260314-001009,P00106,1,154.38,SKU-00106,1.50,0.25,2026-03-12T23:46:04,A
L20260314-0002569,O20260314-001010,P00005,3,30.97,SKU-00005,5.00,0.10,2026-03-13T23:59:00,B
L20260314-0002570,O20260314-001010,P00063,3,96.72,SKU-00063,0.00,0.00,2026-03-08T03:04:19,B
L20260314-0002571,O20260314-001010,P00120,2,94.97,SKU-00120,1.50,0.10,2026-03-08T22:41:05,A
L20260314-0002572,O20260314-001010,P00014,3,22.31,SKU-00014,5.00,0.07,2026-03-14T18:29:23,B
L20260314-0002573,O20260314-001011,P00023,1,170.56,SKU-00023,3.00,0.07,2026-03-09T22:11:15,B
L20260314-0002574,O20260314-001011,P00064,2,62.69,SKU-00064,1.50,0.25,2026-03-07T14:00:03,B
L20260314-0002575,O20260314-001011,P00061,3,230.08,SKU-00061,5.00,0.00,2026-03-12T10:15:11,B
L20260314-0002576,O20260314-001012,P00120,1,94.97,SKU-00120,0.00,0.00,2026-03-14T17:10:48,legacy
L20260314-0002577,O20260314-001012,P00022,2,70.70,SKU-00022,3.00,0.25,2026-03-14T19:26:42,C
L20260314-0002578,O20260314-001012,P00052,2,257.89,SKU-00052,0.00,0.07,2026-03-08T11:58:46,C
L20260314-0002579,O20260314-001013,P00071,1,129.32,SKU-00071,5.00,0.10,2026-03-07T02:26:19,legacy
L20260314-0002580,O20260314-001013,P00052,3,257.89,SKU-00052,0.00,0.00,2026-03-14T00:12:43,A
L20260314-0002581,O20260314-001014,P00002,3,112.31,SKU-00002,0.00,0.20,2026-03-14T07:31:33,
L20260314-0002582,O20260314-001014,P00100,1,132.98,SKU-00100,5.00,0.25,2026-03-08T22:45:48,A
L20260314-0002583,O20260314-001014,P00056,3,179.45,SKU-00056,0.00,0.07,2026-03-14T15:51:53,C
L20260314-0002584,O20260314-001014,P00102,1,104.40,SKU-00102,5.00,0.25,2026-03-11T08:32:17,
L20260314-0002585,O20260314-001015,P00087,2,108.17,SKU-00087,3.00,0.10,2026-03-07T13:59:43,B
L20260314-0002586,O20260314-001015,P00023,3,170.56,SKU-00023,3.00,0.10,2026-03-14T15:51:18,A
L20260314-0002587,O20260314-001016,P00104,1,71.48,SKU-00104,3.00,0.10,2026-03-07T04:27:30,C
L20260314-0002588,O20260314-001016,P00051,1,88.95,SKU-00051,1.50,0.00,2026-03-12T16:06:28,legacy
L20260314-0002589,O20260314-001016,P00076,1,67.82,SKU-00076,3.00,0.20,2026-03-09T00:54:58,B
L20260314-0002590,O20260314-001017,P00025,1,138.71,SKU-00025,1.50,0.07,2026-03-12T01:11:27,
L20260314-0002591,O20260314-001018,P00051,3,88.95,SKU-00051,0.00,0.00,2026-03-11T04:54:47,legacy
L20260314-0002592,O20260314-001018,P00050,1,15.11,SKU-00050,1.50,0.07,2026-03-09T14:14:15,
L20260314-0002593,O20260314-001019,P00079,1,97.49,SKU-00079,3.00,0.10,2026-03-14T23:24:14,C
L20260314-0002594,O20260314-001020,P00012,2,60.77,SKU-00012,5.00,0.10,2026-03-12T20:09:17,
L20260314-0002595,O20260314-001020,P00060,2,274.02,SKU-00060,3.00,0.10,2026-03-13T04:21:45,
L20260314-0002596,O20260314-001020,P00072,1,143.56,SKU-00072,3.00,0.25,2026-03-14T01:46:51,
L20260314-0002597,O20260314-001021,P00108,1,188.64,SKU-00108,3.00,0.20,2026-03-11T06:08:31,C
L20260314-0002598,O20260314-001021,P00056,1,179.45,SKU-00056,0.00,0.10,2026-03-12T04:34:22,A
L20260314-0002599,O20260314-001021,P00090,2,34.54,SKU-00090,0.00,0.25,2026-03-11T14:08:57,
L20260314-0002600,O20260314-001022,P00064,1,62.69,SKU-00064,0.00,0.10,2026-03-11T03:02:14,A
L20260314-0002601,O20260314-001022,P00104,1,71.48,SKU-00104,3.00,0.00,2026-03-14T17:44:37,B
L20260314-0002602,O20260314-001023,P00019,1,267.61,SKU-00019,1.50,0.00,2026-03-11T23:28:00,
L20260314-0002603,O20260314-001023,P00035,1,122.53,SKU-00035,0.00,0.07,2026-03-11T21:07:40,
L20260314-0002604,O20260314-001023,P00081,3,102.43,SKU-00081,5.00,0.07,2026-03-10T11:25:40,
L20260314-0002605,O20260314-001024,P00017,1,188.62,SKU-00017,3.00,0.25,2026-03-14T08:29:14,C
